"accepted_pattern_ref","job_external_ref","employee_sample_refs","pattern_title","job_family","modeled_experience_years","modeled_languages","modeled_education","modeled_certifications","modeled_core_skills","modeled_preferred_skills","modeled_portfolio_assets","modeled_project_keywords","derivation_reason","source_confidence","review_status"
"ACP-JOBJPFUJIFE001-18","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-03|EMP-JOBJPFUJIFE001-04","Fuji Travel Tech Frontend accepted candidate model 18","Frontend","6","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub|Portfolio","travel itinerary interface|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPFUJIFE001-19","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-04|EMP-JOBJPFUJIFE001-05","Fuji Travel Tech Frontend accepted candidate model 19","Frontend","2","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub|Portfolio","travel itinerary interface|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPFUJIFE001-20","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-05|EMP-JOBJPFUJIFE001-01","Fuji Travel Tech Frontend accepted candidate model 20","Frontend","3","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","React|Next.js|CSS|REST API|Design System","Storybook|Tailwind|Performance|Figma","GitHub","travel itinerary interface|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKANSAIFE001-01","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-01|EMP-JOBJPKANSAIFE001-02","Kansai SaaS Works Frontend accepted candidate model 1","Frontend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub|Portfolio","B2B admin console|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKANSAIFE001-02","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-02|EMP-JOBJPKANSAIFE001-03","Kansai SaaS Works Frontend accepted candidate model 2","Frontend","8","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub|Portfolio","B2B admin console|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKANSAIFE001-03","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-03|EMP-JOBJPKANSAIFE001-04","Kansai SaaS Works Frontend accepted candidate model 3","Frontend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","React|Next.js|CSS|REST API|Design System","Storybook|Tailwind|Performance|Figma","GitHub|Portfolio","B2B admin console|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPKANSAIFE001-04","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-04|EMP-JOBJPKANSAIFE001-05","Kansai SaaS Works Frontend accepted candidate model 4","Frontend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub","B2B admin console|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKANSAIFE001-05","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-05|EMP-JOBJPKANSAIFE001-01","Kansai SaaS Works Frontend accepted candidate model 5","Frontend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub|Portfolio","B2B admin console|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKANSAIFE001-06","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-01|EMP-JOBJPKANSAIFE001-02","Kansai SaaS Works Frontend accepted candidate model 6","Frontend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub|Portfolio","B2B admin console|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPKANSAIFE001-07","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-02|EMP-JOBJPKANSAIFE001-03","Kansai SaaS Works Frontend accepted candidate model 7","Frontend","8","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Design System|Testing|Accessibility|TypeScript|React","Playwright|i18n|State Management|GraphQL","GitHub|Portfolio","B2B admin console|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKANSAIFE001-08","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-03|EMP-JOBJPKANSAIFE001-04","Kansai SaaS Works Frontend accepted candidate model 8","Frontend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Testing|Accessibility|TypeScript|React|Next.js","i18n|State Management|GraphQL|Storybook","GitHub","B2B admin console|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKANSAIFE001-09","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-04|EMP-JOBJPKANSAIFE001-05","Kansai SaaS Works Frontend accepted candidate model 9","Frontend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub|Portfolio","B2B admin console|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPKANSAIFE001-10","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-05|EMP-JOBJPKANSAIFE001-01","Kansai SaaS Works Frontend accepted candidate model 10","Frontend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub|Portfolio","B2B admin console|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKANSAIFE001-11","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-01|EMP-JOBJPKANSAIFE001-02","Kansai SaaS Works Frontend accepted candidate model 11","Frontend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","React|Next.js|CSS|REST API|Design System","Storybook|Tailwind|Performance|Figma","GitHub|Portfolio","B2B admin console|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKANSAIFE001-12","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-02|EMP-JOBJPKANSAIFE001-03","Kansai SaaS Works Frontend accepted candidate model 12","Frontend","8","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub","B2B admin console|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPKANSAIFE001-13","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-03|EMP-JOBJPKANSAIFE001-04","Kansai SaaS Works Frontend accepted candidate model 13","Frontend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub|Portfolio","B2B admin console|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKANSAIFE001-14","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-04|EMP-JOBJPKANSAIFE001-05","Kansai SaaS Works Frontend accepted candidate model 14","Frontend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub|Portfolio","B2B admin console|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKANSAIFE001-15","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-05|EMP-JOBJPKANSAIFE001-01","Kansai SaaS Works Frontend accepted candidate model 15","Frontend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Design System|Testing|Accessibility|TypeScript|React","Playwright|i18n|State Management|GraphQL","GitHub|Portfolio","B2B admin console|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPKANSAIFE001-16","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-01|EMP-JOBJPKANSAIFE001-02","Kansai SaaS Works Frontend accepted candidate model 16","Frontend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Testing|Accessibility|TypeScript|React|Next.js","i18n|State Management|GraphQL|Storybook","GitHub","B2B admin console|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKANSAIFE001-17","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-02|EMP-JOBJPKANSAIFE001-03","Kansai SaaS Works Frontend accepted candidate model 17","Frontend","8","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub|Portfolio","B2B admin console|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKANSAIFE001-18","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-03|EMP-JOBJPKANSAIFE001-04","Kansai SaaS Works Frontend accepted candidate model 18","Frontend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub|Portfolio","B2B admin console|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPKANSAIFE001-19","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-04|EMP-JOBJPKANSAIFE001-05","Kansai SaaS Works Frontend accepted candidate model 19","Frontend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","React|Next.js|CSS|REST API|Design System","Storybook|Tailwind|Performance|Figma","GitHub|Portfolio","B2B admin console|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPKANSAIFE001-20","JOB-JP-KANSAI-FE-001","EMP-JOBJPKANSAIFE001-05|EMP-JOBJPKANSAIFE001-01","Kansai SaaS Works Frontend accepted candidate model 20","Frontend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub","B2B admin console|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPMIRAIFE001-01","JOB-JP-MIRAI-FE-001","EMP-JOBJPMIRAIFE001-01|EMP-JOBJPMIRAIFE001-02","Mirai EdTech Frontend accepted candidate model 1","Frontend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub|Portfolio","learning dashboard|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPMIRAIFE001-02","JOB-JP-MIRAI-FE-001","EMP-JOBJPMIRAIFE001-02|EMP-JOBJPMIRAIFE001-03","Mirai EdTech Frontend accepted candidate model 2","Frontend","2","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","React|Next.js|CSS|REST API|Design System","Storybook|Tailwind|Performance|Figma","GitHub|Portfolio","learning dashboard|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPMIRAIFE001-03","JOB-JP-MIRAI-FE-001","EMP-JOBJPMIRAIFE001-03|EMP-JOBJPMIRAIFE001-04","Mirai EdTech Frontend accepted candidate model 3","Frontend","3","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub|Portfolio","learning dashboard|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPMIRAIFE001-04","JOB-JP-MIRAI-FE-001","EMP-JOBJPMIRAIFE001-04|EMP-JOBJPMIRAIFE001-05","Mirai EdTech Frontend accepted candidate model 4","Frontend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub","learning dashboard|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPMIRAIFE001-05","JOB-JP-MIRAI-FE-001","EMP-JOBJPMIRAIFE001-05|EMP-JOBJPMIRAIFE001-01","Mirai EdTech Frontend accepted candidate model 5","Frontend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub|Portfolio","learning dashboard|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPMIRAIFE001-06","JOB-JP-MIRAI-FE-001","EMP-JOBJPMIRAIFE001-01|EMP-JOBJPMIRAIFE001-02","Mirai EdTech Frontend accepted candidate model 6","Frontend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Design System|Testing|Accessibility|TypeScript|React","Playwright|i18n|State Management|GraphQL","GitHub|Portfolio","learning dashboard|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPMIRAIFE001-07","JOB-JP-MIRAI-FE-001","EMP-JOBJPMIRAIFE001-02|EMP-JOBJPMIRAIFE001-03","Mirai EdTech Frontend accepted candidate model 7","Frontend","2","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Testing|Accessibility|TypeScript|React|Next.js","i18n|State Management|GraphQL|Storybook","GitHub|Portfolio","learning dashboard|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPMIRAIFE001-08","JOB-JP-MIRAI-FE-001","EMP-JOBJPMIRAIFE001-03|EMP-JOBJPMIRAIFE001-04","Mirai EdTech Frontend accepted candidate model 8","Frontend","3","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub","learning dashboard|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPMIRAIFE001-09","JOB-JP-MIRAI-FE-001","EMP-JOBJPMIRAIFE001-04|EMP-JOBJPMIRAIFE001-05","Mirai EdTech Frontend accepted candidate model 9","Frontend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub|Portfolio","learning dashboard|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPMIRAIFE001-10","JOB-JP-MIRAI-FE-001","EMP-JOBJPMIRAIFE001-05|EMP-JOBJPMIRAIFE001-01","Mirai EdTech Frontend accepted candidate model 10","Frontend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","React|Next.js|CSS|REST API|Design System","Storybook|Tailwind|Performance|Figma","GitHub|Portfolio","learning dashboard|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPMIRAIFE001-11","JOB-JP-MIRAI-FE-001","EMP-JOBJPMIRAIFE001-01|EMP-JOBJPMIRAIFE001-02","Mirai EdTech Frontend accepted candidate model 11","Frontend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub|Portfolio","learning dashboard|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
